MinTemp,MaxTemp,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,Rainfall,RISK_MM,RainToday,RainTomorrow
15.7,19.5,28,17,15,52,56,1025.2,1022.3,7,5,17.1,18.5,0,0.6,0,0
15.7,19.5,28,17,15,52,56,1025.2,1022.3,7,5,17.1,18.5,0,0.6,0,0
16,19.9,31,13,24,81,77,1017.2,1015,7,7,17.9,18.8,0,0.2,0,0
16,19.9,31,13,24,81,77,1017.2,1015,7,7,17.9,18.8,0,0.2,0,0
14.3,19.3,24,0,11,73,74,1014.9,1012.5,7,7,17.7,17.8,0.2,0.2,0,0
14.3,19.3,24,0,11,73,74,1014.9,1012.5,7,7,17.7,17.8,0.2,0.2,0,0
16,19.5,37,11,11,82,69,1017.1,1016.9,5,3,16.3,18.7,1,0,0,0
16,19.5,37,11,11,82,69,1017.1,1016.9,5,3,16.3,18.7,1,0,0,0
14,20.7,41,17,20,73,60,1021.2,1019.6,2,5,18.5,20.2,0,0,0,0
13.6,19.6,26,4,11,51,49,1025.6,1023,2,1,17.4,18.6,0,0,0,0
13.6,19.6,26,4,11,51,49,1025.6,1023,2,1,17.4,18.6,0,0,0,0
14.8,19.7,30,11,11,53,49,1023.3,1021.1,1,1,18.1,18.7,0,0.6,0,0
14.8,19.7,30,11,11,53,49,1023.3,1021.1,1,1,18.1,18.7,0,0.6,0,0
14,20.1,41,20,26,68,71,1016.8,1014.9,6,5,17.3,19,0,0,0,0
14,20.1,41,20,26,68,71,1016.8,1014.9,6,5,17.3,19,0,0,0,0
12.1,18,37,0,13,81,52,1020.6,1018.8,7,1,14.2,16.9,0.6,0.4,0,0
13.1,18.1,35,13,15,66,56,1030.1,1027,2,4,15.6,16.6,0,0,0,0
13.1,18.1,35,13,15,66,56,1030.1,1027,2,4,15.6,16.6,0,0,0,0
12.1,17.1,30,9,15,71,61,1025.5,1021.6,8,7,14.1,16.3,0,0,0,0
12,17.4,30,15,13,70,53,1028,1025.5,5,7,14.6,16.5,0,0,0,0
12,17.4,30,15,13,70,53,1028,1025.5,5,7,14.6,16.5,0,0,0,0
14.1,19.1,39,26,22,63,66,1025.2,1023.5,2,3,17.1,17.8,0,0.2,0,0
14.1,19.1,39,26,22,63,66,1025.2,1023.5,2,3,17.1,17.8,0,0.2,0,0
11.3,17.8,35,19,17,80,65,1027.3,1024.4,5,5,13.7,16.2,0.2,0,0,0
11.3,17.8,35,19,17,80,65,1027.3,1024.4,5,5,13.7,16.2,0.2,0,0,0
14.4,18,44,20,28,72,57,1023.3,1021.6,3,3,15.8,17.6,0.2,0,0,0
14.4,18,44,20,28,72,57,1023.3,1021.6,3,3,15.8,17.6,0.2,0,0,0
10.8,18.1,35,17,20,63,58,1023.6,1020.9,7,7,15.2,16.6,0.6,0,0,0
10.8,18.1,35,17,20,63,58,1023.6,1020.9,7,7,15.2,16.6,0.6,0,0,0
15.5,18.1,41,20,24,71,69,1017.8,1017.6,3,6,17.4,17.2,0.4,0.4,0,0
15.5,18.1,41,20,24,71,69,1017.8,1017.6,3,6,17.4,17.2,0.4,0.4,0,0
13.5,17.4,56,30,31,76,55,1027.7,1026.3,7,5,15.3,16.3,0.4,0,0,0
13.5,17.4,56,30,31,76,55,1027.7,1026.3,7,5,15.3,16.3,0.4,0,0,0
13.1,18.3,50,30,30,50,48,1027.8,1025.4,5,6,15.5,16.8,0,0,0,0
13.4,20.3,35,11,19,68,75,1014.9,1012,1,6,18.5,18,0,0.8,0,0
13.4,20.3,35,11,19,68,75,1014.9,1012,1,6,18.5,18,0,0.8,0,0
14.3,19.1,35,13,13,82,68,1017.1,1014.4,6,2,16.9,18.3,0.2,0,0,0
14.3,19.1,35,13,13,82,68,1017.1,1014.4,6,2,16.9,18.3,0.2,0,0,0
16.1,19.2,44,30,26,72,71,1013.4,1013.4,2,5,17.8,18.2,0,1,0,0
16.1,19.2,44,30,26,72,71,1013.4,1013.4,2,5,17.8,18.2,0,1,0,0
13.8,18.4,43,20,20,65,65,1021.4,1020.3,2,3,17,18.1,1,0.6,0,0
15.1,20.7,28,15,7,84,80,1019.3,1016.8,2,2,18.4,19.1,0,0.2,0,0
15.1,20.7,28,15,7,84,80,1019.3,1016.8,2,2,18.4,19.1,0,0.2,0,0
15.9,18.8,43,26,26,57,45,1020.2,1019.6,1,1,17.2,17.6,0,0,0,0
15.9,18.8,43,26,26,57,45,1020.2,1019.6,1,1,17.2,17.6,0,0,0,0
13.2,18.2,22,9,13,58,53,1021.2,1018.3,6,7,16.7,16.9,0,0,0,0
13.2,18.2,22,9,13,58,53,1021.2,1018.3,6,7,16.7,16.9,0,0,0,0
12.7,18.8,33,17,15,87,82,1018.9,1016.2,7,7,15.5,17.8,0,0.2,0,0
12.7,18.8,33,17,15,87,82,1018.9,1016.2,7,7,15.5,17.8,0,0.2,0,0
16.5,19.9,39,22,24,72,63,1016.6,1014.5,2,5,18.7,18.5,0,0,0,0
16.5,19.9,39,22,24,72,63,1016.6,1014.5,2,5,18.7,18.5,0,0,0,0
15.5,19.4,54,24,33,56,53,1017.1,1014.3,2,3,17.8,18.8,0,0,0,0
14.6,19,54,30,31,69,58,1021.9,1020.2,3,5,17,17.8,0,0.8,0,0
14.6,19,54,30,31,69,58,1021.9,1020.2,3,5,17,17.8,0,0.8,0,0
13.8,18.4,31,13,20,62,57,1026.5,1023.8,7,6,16.7,17.3,0.2,0,0,0
13.8,18.4,31,13,20,62,57,1026.5,1023.8,7,6,16.7,17.3,0.2,0,0,0
13.7,20.5,31,13,15,54,55,1019.7,1015.9,7,2,17.8,19.5,0,0,0,0
13.7,20.5,31,13,15,54,55,1019.7,1015.9,7,2,17.8,19.5,0,0,0,0
15.7,21.1,46,20,22,84,85,1012.6,1010.4,7,6,19.2,19.7,0,1,0,0
13.8,19.1,28,15,15,57,53,1019.6,1016.7,1,1,17.3,18.2,0,0,0,0
13.8,19.1,28,15,15,57,53,1019.6,1016.7,1,1,17.3,18.2,0,0,0,0
13.4,19.8,54,28,33,59,59,1015,1012.7,7,7,18.8,17.7,0,0.4,0,0
13.3,18.7,22,2,9,51,51,1024.1,1021.6,7,7,17.7,17.9,0,0,0,0
13.3,18.7,22,2,9,51,51,1024.1,1021.6,7,7,17.7,17.9,0,0,0,0
14.9,21.3,41,24,24,71,76,1019.8,1017.1,1,2,19.7,20,0,0.2,0,0
14.9,21.3,41,24,24,71,76,1019.8,1017.1,1,2,19.7,20,0,0.2,0,0
17.3,19.9,48,26,28,77,70,1013.6,1012.1,7,6,17.6,18.9,0.4,0,0,0
17.3,19.9,48,26,28,77,70,1013.6,1012.1,7,6,17.6,18.9,0.4,0,0,0
15.2,19.7,43,22,24,64,56,1019.9,1019.1,5,4,16.9,17.8,0,0,0,0
15.2,19.7,43,22,24,64,56,1019.9,1019.1,5,4,16.9,17.8,0,0,0,0
13.3,20.7,35,22,22,64,58,1021.3,1020.4,5,4,18.2,19.4,0,0,0,0
13.3,20.7,35,22,22,64,58,1021.3,1020.4,5,4,18.2,19.4,0,0,0,0
14,21.1,37,15,20,58,80,1022.8,1021.1,1,7,19.3,18.5,0,0,0,0
14.6,19.5,33,19,20,63,62,1022.8,1020.7,5,6,18,18.6,0,0,0,0
15,20.6,33,19,15,65,62,1021.1,1020,2,1,18.2,19.2,0,0,0,0
15,20.6,33,19,15,65,62,1021.1,1020,2,1,18.2,19.2,0,0,0,0
17.2,22.3,37,20,19,73,66,1018,1017,2,1,20.4,21.2,0,0,0,0
17.2,22.3,37,20,19,73,66,1018,1017,2,1,20.4,21.2,0,0,0,0
17.9,22,35,19,19,68,64,1017.8,1016.9,1,2,19.8,20.7,0,0,0,0
17.9,22,35,19,19,68,64,1017.8,1016.9,1,2,19.8,20.7,0,0,0,0
14.6,22.2,30,15,19,71,65,1020.6,1019.6,1,1,19,20.8,0,0,0,0
15.3,21.2,50,30,28,59,67,1020.6,1018.6,6,7,20,18.7,0,0.4,0,0
15.3,21.2,50,30,28,59,67,1020.6,1018.6,6,7,20,18.7,0,0.4,0,0
14.6,20.3,35,15,17,48,52,1016.4,1014.2,1,1,19.1,19.4,0,0.2,0,0
14.6,20.3,35,15,17,48,52,1016.4,1014.2,1,1,19.1,19.4,0,0.2,0,0
12.5,19.4,28,17,15,43,47,1021.9,1020.5,1,1,17.7,18.3,0,0,0,0
12.5,19.4,28,17,15,43,47,1021.9,1020.5,1,1,17.7,18.3,0,0,0,0
17.7,23,41,24,24,73,71,1015.7,1013.5,6,3,20.8,22,0,0,0,0
17.7,23,41,24,24,73,71,1015.7,1013.5,6,3,20.8,22,0,0,0,0
16.1,22.1,33,17,19,65,56,1022.9,1022.1,6,2,20,20.7,0,0,0,0
16.1,22.1,33,17,19,65,56,1022.9,1022.1,6,2,20,20.7,0,0,0,0
17,22.8,31,11,19,53,55,1022.4,1021.4,7,1,20.6,21.3,0,0,0,0
17,22.8,31,11,19,53,55,1022.4,1021.4,7,1,20.6,21.3,0,0,0,0
15.7,22.7,26,13,13,65,64,1022.7,1021.5,5,7,20.7,21.3,0,0,0,0
15.7,22.7,26,13,13,65,64,1022.7,1021.5,5,7,20.7,21.3,0,0,0,0
16.9,23.8,30,17,15,63,61,1019.4,1018.5,1,3,21.8,23,0,0,0,0
16.9,23.8,30,17,15,63,61,1019.4,1018.5,1,3,21.8,23,0,0,0,0
17.4,23.5,41,13,22,66,90,1015.2,1014.6,7,8,22.1,19.3,0,1,0,0
17.4,23.5,41,13,22,66,90,1015.2,1014.6,7,8,22.1,19.3,0,1,0,0
14.9,21.8,39,17,20,43,52,1016.8,1015.4,1,1,20.6,20.5,0,0,0,0
14.9,21.8,39,17,20,43,52,1016.8,1015.4,1,1,20.6,20.5,0,0,0,0
16.3,22.3,41,24,24,62,53,1019.6,1019.6,2,5,20.3,20.5,0,0,0,0
16.3,22.3,41,24,24,62,53,1019.6,1019.6,2,5,20.3,20.5,0,0,0,0
18.4,24.3,52,26,30,63,59,1022.9,1021.8,8,5,21.3,22.6,0,0,0,0
18.4,24.3,52,26,30,63,59,1022.9,1021.8,8,5,21.3,22.6,0,0,0,0
18.8,24.1,54,28,33,65,61,1021.8,1020.1,6,1,21.8,23.1,0,0,0,0
17.9,24.5,41,28,26,64,66,1021.9,1021.5,4,3,22.8,23.5,0,0,0,0
17.9,24.5,41,28,26,64,66,1021.9,1021.5,4,3,22.8,23.5,0,0,0,0
17.2,23.5,33,17,15,55,56,1021.5,1018.9,1,1,21.3,21.9,0,0,0,0
17.2,23.5,33,17,15,55,56,1021.5,1018.9,1,1,21.3,21.9,0,0,0,0
17.5,25,33,11,19,59,58,1016.3,1014.2,7,5,22.1,23.8,0,0,0,0
19.9,25.8,33,15,17,74,70,1012.7,1012,7,7,22.9,24,0.6,0,0,0
19.9,25.8,33,15,17,74,70,1012.7,1012,7,7,22.9,24,0.6,0,0,0
18.3,24.3,26,9,13,77,72,1016.1,1015.8,1,4,22.1,23,0,0,0,0
20.6,25.2,50,26,33,76,72,1017.2,1015.9,5,6,23.4,23.8,0,0,0,0
20.6,25.2,50,26,33,76,72,1017.2,1015.9,5,6,23.4,23.8,0,0,0,0
20.6,25.4,44,28,24,76,75,1018,1017.1,2,5,23.6,24.4,0.4,0,0,0
20.6,25.4,44,28,24,76,75,1018,1017.1,2,5,23.6,24.4,0.4,0,0,0
20.5,25.4,48,30,30,73,66,1018.8,1017.5,2,6,23.7,24.4,0,0,0,0
20.5,25.2,41,28,26,70,71,1018.2,1016,5,5,23.8,24.4,0,0,0,0
19.7,24.2,50,30,31,66,63,1016.4,1014.6,5,5,22.5,22.6,0,0.6,0,0
19.7,24.2,50,30,31,66,63,1016.4,1014.6,5,5,22.5,22.6,0,0.6,0,0
18.1,24.5,44,26,24,72,57,1014.7,1013.2,5,4,21.9,23.2,0.6,0.2,0,0
19.8,24.5,39,19,24,64,64,1010.8,1008.6,1,4,22.9,23.6,0,0,0,0
19.8,24.5,39,19,24,64,64,1010.8,1008.6,1,4,22.9,23.6,0,0,0,0
17.5,25.5,26,9,15,66,64,1010.6,1009.7,7,5,23.1,25,0,0.6,0,0
17.5,25.5,26,9,15,66,64,1010.6,1009.7,7,5,23.1,25,0,0.6,0,0
21.2,25.2,33,20,26,69,66,1010.8,1009.4,2,4,23.2,24.2,0,0,0,0
21.2,25.2,33,20,26,69,66,1010.8,1009.4,2,4,23.2,24.2,0,0,0,0
18.6,24.9,30,15,15,67,67,1011.4,1010.9,1,1,23.3,24,0,0,0,0
21,25.3,44,26,28,71,66,1006.8,1005.4,7,6,22.4,23.5,0,0,0,0
21,25.3,44,26,28,71,66,1006.8,1005.4,7,6,22.4,23.5,0,0,0,0
21.2,24.8,48,24,33,81,79,1007.9,1006.3,7,6,23,24,0,0,0,0
21.2,24.8,48,24,33,81,79,1007.9,1006.3,7,6,23,24,0,0,0,0
22,26,37,22,24,80,80,1008.5,1008.2,6,7,24.1,24.9,1,0,0,0
22,26,37,22,24,80,80,1008.5,1008.2,6,7,24.1,24.9,1,0,0,0
20,25,37,13,22,64,58,1020.7,1019.2,7,7,21.8,24,0,0,0,0
20,25,37,13,22,64,58,1020.7,1019.2,7,7,21.8,24,0,0,0,0
20.2,25.5,50,24,26,73,66,1019,1017,5,5,22.9,24.6,0.8,0,0,0
20.2,25.5,50,24,26,73,66,1019,1017,5,5,22.9,24.6,0.8,0,0,0
20,24,52,20,22,62,54,1019.9,1018.1,6,7,23.1,23,0,0,0,0
20,24,52,20,22,62,54,1019.9,1018.1,6,7,23.1,23,0,0,0,0
20.4,25,52,24,30,58,59,1018.8,1016,1,4,22.9,23.6,0,0,0,0
20.4,26.1,50,28,35,67,58,1019.3,1017.2,3,2,22.7,24.3,0,0,0,0
20.4,26.1,50,28,35,67,58,1019.3,1017.2,3,2,22.7,24.3,0,0,0,0
20.6,25.9,46,13,30,81,73,1016.8,1014,8,7,21.7,23.5,0,0.6,0,0
20.6,25.9,46,13,30,81,73,1016.8,1014,8,7,21.7,23.5,0,0.6,0,0
19.7,24.8,37,24,24,76,65,1014,1012.2,7,4,22.1,24.2,0.6,0.2,0,0
18.9,25.9,37,15,24,79,68,1009.6,1009,1,3,22.4,25.1,0,0.4,0,0
19.8,25.2,28,9,17,76,74,1014.2,1013.3,6,7,23.1,23.3,0,0,0,0
21.2,25.1,35,22,24,78,76,1009.9,1008.1,6,6,22.7,24.1,0,0,0,0
17.2,23.8,30,13,17,58,53,1018,1017,1,1,22.2,22.6,0,0,0,0
17.2,23.8,30,13,17,58,53,1018,1017,1,1,22.2,22.6,0,0,0,0
17.7,24.9,39,22,20,57,51,1020.2,1019.4,1,1,22.3,22.8,0,0.4,0,0
17,24.8,26,11,15,64,59,1018.4,1017.5,2,3,22.3,23.5,0,0,0,0
17,24.8,26,11,15,64,59,1018.4,1017.5,2,3,22.3,23.5,0,0,0,0
18.8,25.8,30,15,7,56,53,1020.7,1018.8,1,5,23,24.7,0,0,0,0
18.8,25.8,30,15,7,56,53,1020.7,1018.8,1,5,23,24.7,0,0,0,0
18.5,24.9,35,13,19,63,61,1020,1017.9,2,1,22.5,23.8,0,0,0,0
19.6,24,37,19,20,50,50,1023.8,1022.1,1,2,22.2,23,0,0.2,0,0
19.6,24,37,19,20,50,50,1023.8,1022.1,1,2,22.2,23,0,0.2,0,0
18.8,24.8,52,28,33,67,57,1023.8,1021.3,5,4,21.7,24.1,0.8,0,0,0
18.8,24.8,52,28,33,67,57,1023.8,1021.3,5,4,21.7,24.1,0.8,0,0,0
19.9,25.2,46,24,26,69,67,1019.5,1017,4,6,22.7,23.5,0,0,0,0
21.3,25.2,37,24,24,74,63,1020,1018.6,4,1,23,23.4,0,0,0,0
17.5,22.3,31,11,13,53,51,1026.5,1023.9,7,7,20.1,20.7,0,1,0,0
17.5,22.3,31,11,13,53,51,1026.5,1023.9,7,7,20.1,20.7,0,1,0,0
16.4,22.9,24,9,13,56,57,1026,1023.8,2,2,21.1,21.8,0,0,0,0
16.4,22.9,24,9,13,56,57,1026,1023.8,2,2,21.1,21.8,0,0,0,0
16.3,22.6,35,15,22,59,55,1023.9,1021.1,7,6,20,22.1,0,0,0,0
16.3,22.6,35,15,22,59,55,1023.9,1021.1,7,6,20,22.1,0,0,0,0
18.8,23.7,46,22,26,69,81,1021.6,1020,7,8,21.6,21.1,0.8,0.4,0,0
18.8,23.7,46,22,26,69,81,1021.6,1020,7,8,21.6,21.1,0.8,0.4,0,0
18.8,23.2,54,33,30,74,71,1020,1017.9,7,7,21.5,22.1,0.4,0,0,0
17.4,22,35,17,22,58,47,1022,1020.8,5,1,20.6,21.1,0,0.8,0,0
17.4,22,35,17,22,58,47,1022,1020.8,5,1,20.6,21.1,0,0.8,0,0
16.1,21.9,43,22,26,62,62,1026.6,1025.6,2,7,20.4,20.4,0.2,0.2,0,0
16.1,21.9,43,22,26,62,62,1026.6,1025.6,2,7,20.4,20.4,0.2,0.2,0,0
20.6,23.3,57,33,33,79,81,1019.2,1017.8,8,8,21.8,22,0.2,0,0,0
20.6,23.3,57,33,33,79,81,1019.2,1017.8,8,8,21.8,22,0.2,0,0,0
21,23.1,48,28,19,86,83,1019.7,1017.7,7,7,21.1,22.3,0,0,0,0
20.6,23.8,37,20,13,84,80,1017.3,1014.6,5,5,21.7,22.6,0,0,0,0
20.8,22.4,31,15,13,87,85,1012.4,1010.1,7,7,22.1,20.5,0,0.2,0,0
16.8,20.9,43,22,20,74,80,1026.5,1025.2,7,6,18.3,18.1,0.2,0.2,0,0
16.8,20.9,43,22,20,74,80,1026.5,1025.2,7,6,18.3,18.1,0.2,0.2,0,0
15.7,20.9,33,15,13,49,54,1024.9,1022.9,7,7,18.6,18.7,0.4,0,0,0
15.7,20.9,33,15,13,49,54,1024.9,1022.9,7,7,18.6,18.7,0.4,0,0,0
13.8,21.3,28,11,15,53,48,1025,1022.2,5,3,18.5,20.2,0,0,0,0
16.1,20.6,46,24,24,55,53,1024.7,1023.9,2,2,18.7,19.4,1,0,0,0
16.5,20.2,35,19,15,51,45,1026.2,1023.6,5,1,18.6,19.3,0,0,0,0
14.1,19.9,31,9,15,72,59,1023.7,1022.1,1,1,18.7,19.1,0.2,0.4,0,0
14.1,19.9,31,9,15,72,59,1023.7,1022.1,1,1,18.7,19.1,0.2,0.4,0,0
15.4,19.8,26,15,15,57,52,1026.6,1024.4,2,1,18.3,18.9,0.4,0,0,0
15.1,19.7,67,33,35,55,57,1012.4,1011.4,3,6,18.5,19.2,0.6,0.4,0,0
14.5,19.9,24,9,11,65,52,1026.6,1025.5,7,7,18.3,18.9,0,0,0,0
14.5,19.9,24,9,11,65,52,1026.6,1025.5,7,7,18.3,18.9,0,0,0,0
16.6,18.8,37,24,17,87,71,1026.2,1023,7,7,16.9,17.8,0.4,0.6,0,0
16.6,18.8,37,24,17,87,71,1026.2,1023,7,7,16.9,17.8,0.4,0.6,0,0
14.8,19.5,26,15,15,52,51,1025.8,1023.9,7,3,17.8,19.3,0,0,0,0
14.8,19.5,26,15,15,52,51,1025.8,1023.9,7,3,17.8,19.3,0,0,0,0
14.6,19.1,24,0,13,57,51,1024.9,1022.3,7,7,16.9,17.9,0,0,0,0
14.2,18.2,46,26,24,61,46,1020.1,1018.8,3,2,16.2,17.5,0.4,0.8,0,0
13.2,17.7,30,9,15,82,60,1026.1,1025,4,2,15.1,17.1,1,0.6,0,0
13.2,17.7,30,9,15,82,60,1026.1,1025,4,2,15.1,17.1,1,0.6,0,0
14,18.5,35,20,19,65,54,1028.6,1026.2,3,1,16.6,17.8,0,0,0,0
14,18.5,35,20,19,65,54,1028.6,1026.2,3,1,16.6,17.8,0,0,0,0
14.5,19,31,17,17,60,47,1028.6,1026.3,7,1,17,17.9,0,0,0,0
14.5,19,31,17,17,60,47,1028.6,1026.3,7,1,17,17.9,0,0,0,0
13.3,18.6,26,11,11,59,56,1026.5,1023.9,2,1,16.8,17.6,0,0,0,0
12.3,19.1,26,9,17,67,58,1020,1017.6,1,1,17,18.7,0,0.6,0,0
11.1,17.5,31,11,13,63,57,1025.2,1022.9,6,5,14.4,14.8,1,0,0,0
11.1,17.5,31,11,13,63,57,1025.2,1022.9,6,5,14.4,14.8,1,0,0,0
13.3,19.2,22,4,15,78,68,1021.1,1018.7,7,1,17.2,18.2,0.4,1,0,0
14.9,17.1,63,31,15,51,68,1019.7,1020.2,3,7,15.9,14.8,0,0.8,0,0
14,18.5,46,22,28,46,46,1033,1030.6,2,4,16,17.2,0.6,0.6,0,0
13.6,17.5,35,19,26,50,70,1026.5,1024.3,7,7,15.7,16.1,0.4,0,0,0
13.6,17.5,35,19,26,50,70,1026.5,1024.3,7,7,15.7,16.1,0.4,0,0,0
11.4,18.7,41,15,26,68,67,1025.1,1022.9,2,5,15.6,17.5,0,0,0,0
14.7,20,33,17,19,59,47,1025,1022.1,1,1,17.9,19.4,0,0,0,0
14.8,18.3,43,20,24,62,58,1013.4,1012.3,2,2,16.7,16.6,0.2,0.6,0,0
11,16.8,39,17,13,48,54,1020.8,1020.1,1,1,14.7,15.7,0.8,0,0,0
11,16.8,39,17,13,48,54,1020.8,1020.1,1,1,14.7,15.7,0.8,0,0,0
10.3,18,30,6,13,55,51,1022.1,1019.8,1,1,16,17.3,0,1,0,0
13.6,18.1,63,22,31,56,67,1017.9,1015.3,1,1,16.7,16.4,1,0,0,0
13.6,18.1,63,22,31,56,67,1017.9,1015.3,1,1,16.7,16.4,1,0,0,0
11.5,19,28,11,15,66,45,1021.6,1020.1,1,1,16.1,18.1,0.2,0,0,0
11.5,19,28,11,15,66,45,1021.6,1020.1,1,1,16.1,18.1,0.2,0,0,0
14,17.5,39,20,22,54,61,1026.7,1025.1,2,2,15.8,16.4,0,0.2,0,0
14,17.5,39,20,22,54,61,1026.7,1025.1,2,2,15.8,16.4,0,0.2,0,0
13.1,18.1,31,15,20,62,64,1027.4,1024.6,2,2,16.1,16,0.4,0,0,0
13.1,18.1,31,15,20,62,64,1027.4,1024.6,2,2,16.1,16,0.4,0,0,0
11.6,18.6,28,17,13,53,52,1025.5,1022.9,3,1,16.6,17.8,0,0,0,0
11.6,18.6,28,17,13,53,52,1025.5,1022.9,3,1,16.6,17.8,0,0,0,0
12.2,20,30,9,15,68,54,1025.4,1022.7,7,4,15.9,18.8,0,0,0,0
15.8,20.4,39,11,20,85,74,1026.1,1023,2,5,17.2,18.9,0.4,0.4,0,0
15.7,20,35,13,9,59,63,1019.1,1017.2,1,2,18,19.3,0,0,0,0
15.7,20,35,13,9,59,63,1019.1,1017.2,1,2,18,19.3,0,0,0,0
14.7,18.8,37,17,26,62,79,1026.3,1023.7,7,7,16.5,16,0,0.6,0,0
14.7,18.8,37,17,26,62,79,1026.3,1023.7,7,7,16.5,16,0,0.6,0,0
13.1,20,33,11,20,61,66,1023.8,1021.3,7,3,17.9,18,0,0.2,0,0
13.1,20,33,11,20,61,66,1023.8,1021.3,7,3,17.9,18,0,0.2,0,0
16.3,21.5,35,19,15,68,67,1020.6,1018.3,4,4,18.2,20,0.2,1,0,0
14,18.5,41,15,24,52,60,1016.3,1014,7,6,16.4,16.5,0.2,0,0,0
14,18.5,41,15,24,52,60,1016.3,1014,7,6,16.4,16.5,0.2,0,0,0
12.4,19.3,19,9,9,64,64,1019.5,1018.4,1,2,18.1,17.6,0,0,0,0
12.4,19.3,19,9,9,64,64,1019.5,1018.4,1,2,18.1,17.6,0,0,0,0
15.2,20.6,37,22,22,67,73,1027.8,1026.4,1,2,19.1,18.7,0,0,0,0
15.3,19.7,37,20,19,62,67,1024.9,1023,2,7,17.9,18.2,0,0,0,0
15.3,19.7,37,20,19,62,67,1024.9,1023,2,7,17.9,18.2,0,0,0,0
15.9,20.2,39,26,20,60,59,1027.4,1026.7,5,7,18.1,18.5,0,0,0,0
15.9,20.2,39,26,20,60,59,1027.4,1026.7,5,7,18.1,18.5,0,0,0,0
13.7,19.1,35,17,24,64,58,1028.4,1025.9,3,1,17,17.4,0,0,0,0
13.7,19.1,35,17,24,64,58,1028.4,1025.9,3,1,17,17.4,0,0,0,0
13.4,19.7,31,15,17,71,56,1027.1,1024.2,6,1,17.5,18.3,0,0,0,0
13.4,19.7,31,15,17,71,56,1027.1,1024.2,6,1,17.5,18.3,0,0,0,0
13.3,20.1,20,13,4,60,56,1024.9,1022.9,1,1,18.1,19.7,0,0,0,0
15.9,21.2,44,17,26,68,74,1025,1022.4,4,5,19.3,19.5,0,0,0,0
15.9,21.2,44,17,26,68,74,1025,1022.4,4,5,19.3,19.5,0,0,0,0
16.3,21.6,41,24,20,54,58,1025.1,1022.9,6,7,19.2,18.5,0.2,0,0,0
16.3,21.6,41,24,20,54,58,1025.1,1022.9,6,7,19.2,18.5,0.2,0,0,0
15,20,35,15,20,57,55,1022.9,1020.9,6,2,17.7,18.9,0,0,0,0
15,20,35,15,20,57,55,1022.9,1020.9,6,2,17.7,18.9,0,0,0,0
14.8,19.3,48,26,22,44,57,1017.9,1016.8,6,2,18.2,18.6,0.6,0.6,0,0
14.8,19.3,48,26,22,44,57,1017.9,1016.8,6,2,18.2,18.6,0.6,0.6,0,0
14.7,21.3,37,15,24,65,67,1022.2,1019.9,5,5,20.2,18.8,0.4,0,0,0
14.5,21.8,30,11,17,50,49,1017.6,1015.3,7,3,19.8,20.6,0,0,0,0
14.5,21.8,30,11,17,50,49,1017.6,1015.3,7,3,19.8,20.6,0,0,0,0
16.2,22.4,31,13,17,62,56,1016.3,1013.7,6,6,20.8,21.2,0,0,0,0
16.5,22.2,41,24,28,66,71,1017.7,1015.5,1,6,21.1,21.3,0,1,0,0
16.5,22.2,41,24,28,66,71,1017.7,1015.5,1,6,21.1,21.3,0,1,0,0
15.7,21.5,28,17,13,55,48,1019.9,1018.3,4,2,19.7,20.5,0,0,0,0
15.7,21.5,28,17,13,55,48,1019.9,1018.3,4,2,19.7,20.5,0,0,0,0
15.2,22.5,37,19,22,64,63,1018.9,1016,1,4,20.3,21.8,0,0,0,0
15.2,22.5,37,19,22,64,63,1018.9,1016,1,4,20.3,21.8,0,0,0,0
19,24.8,28,11,17,68,54,1019,1017.4,4,1,22.5,24,0,0,0,0
19,24.8,28,11,17,68,54,1019,1017.4,4,1,22.5,24,0,0,0,0
19.2,24.5,35,15,20,68,64,1020.4,1019.5,1,1,22.5,23.3,0,0,0,0
19.2,24.5,35,15,20,68,64,1020.4,1019.5,1,1,22.5,23.3,0,0,0,0
19.4,24.6,37,24,17,68,69,1019.5,1017.5,1,5,23.5,23.6,0,0,0,0
19.7,25.2,41,30,28,61,67,1022.6,1021.5,1,2,24.2,24.1,0,0.6,0,0
19.7,25.2,41,30,28,61,67,1022.6,1021.5,1,2,24.2,24.1,0,0.6,0,0
19.3,24.8,48,30,31,66,61,1022,1019.7,6,1,22.3,23.3,0.6,0.6,0,0
17.1,24.3,33,19,15,64,68,1018.1,1016.2,3,4,23.8,22.3,0,0,0,0
17.1,24.3,33,19,15,64,68,1018.1,1016.2,3,4,23.8,22.3,0,0,0,0
17.8,23.2,39,20,15,46,49,1020.8,1019.5,6,3,22.2,21,0,0,0,0
17.8,23.2,39,20,15,46,49,1020.8,1019.5,6,3,22.2,21,0,0,0,0
19.1,25.2,37,15,20,69,72,1015.9,1014,7,7,22.9,22.9,0,0.4,0,0
19.1,25.2,37,15,20,69,72,1015.9,1014,7,7,22.9,22.9,0,0.4,0,0
17.4,22.6,43,19,28,57,53,1013.2,1011.9,7,6,20.2,21.9,0,0,0,0
17.4,22.6,43,19,28,57,53,1013.2,1011.9,7,6,20.2,21.9,0,0,0,0
18.1,24.3,39,26,20,59,64,1022,1021.7,2,7,21.9,22.2,0,0,0,0
